,all_work,all_family,all_percent,all_medical,all_age,all_table,all_married,all_gender,all_white,all_black,all_race,all_war,all_nation,all_colonial,year
0,,,,,,,,,,,,,,,1953
1,,,,,,,,,,,,,,,1954
2,,,,,,,,,,,,,,,1955
3,,,,,,,,,,,,,,,1956
4,,,,,,,,,,,,,,,1957
5,,,,,,,,,,,,,,,1958
6,,,,,,,,,,,,,,,1959
7,,,,,,,,,,,,,,,1960
8,,,,,,,,,,,,,,,1961
9,,,,,,,,,,,,,,,1962
10,,,,,,,,,,,,,,,1963
11,0.0008870743614665435,0.0017912877541313335,0.0,0.0,0.00033484019515858676,0.00015033826108744674,0.00028570483925939073,0.0,0.0009075865221926428,0.00010306071380910353,0.00010191053103579598,0.001279223005086807,0.00034892738597820715,6.11639774978446e-05,1964
12,0.0007937268536727932,0.001932256917126928,0.0,0.0,0.00037008248590748546,0.00015033826108744674,0.00028570483925939073,0.0,0.0009075865221926428,6.0197447628220555e-05,0.00010191053103579598,0.0011001489649312907,0.00026320085361644115,0.0003078600127401353,1965
13,0.0003991097770198966,0.0019595678446089884,0.00028831226436016856,0.0,0.000569683284310679,0.00015033826108744674,0.00044094990468409684,0.0,0.00046861371256125864,8.23753141174643e-05,0.00013233652985359038,0.0007663838859139828,0.0003158047189234793,0.00029393027857944226,1966
14,0.0006374247684775705,0.002154704743785178,0.0003277833517886272,0.0004557714050560502,0.0006250023844544261,0.00015033826108744674,0.0004833105377803449,8.432414200185513e-06,0.00034679447740907217,9.924014251783532e-05,7.857308899337533e-05,0.0007726641601401489,0.00020847560489384369,0.00037924723105789974,1967
15,0.0010082493255114402,0.0021811936906526025,0.0003277833517886272,0.0004557714050560502,0.0005652869303894328,0.00015033826108744674,0.0004476740627666399,8.432414200185513e-06,0.0002042485773542521,3.904269488961476e-05,6.653359946773121e-05,0.0005848522633621161,0.00024555806059723057,0.00037924723105789974,1968
16,0.0013744220315460834,0.0013112001377616213,0.00045222347593140873,0.00047627500633050395,0.0004390676857560819,4.0966567756171355e-05,0.00026869511744020025,8.432414200185513e-06,0.00024203920716493608,7.344535974859636e-05,7.412128409098453e-05,0.0006938056332363633,0.000270930982678816,0.0003594604318957258,1969
17,0.00173964832490961,0.001733308146248718,0.0007320444305371495,0.00047979675311691003,0.0008152362717215042,0.00016468949654071787,0.0004565565126141226,8.432414200185513e-06,0.00027436946388785234,8.816688253948233e-05,8.46865244502027e-05,0.000724205625060336,0.00029269599904251407,0.00016699207677061054,1970
18,0.0018734114767480253,0.001987838233213372,0.0005209380807415757,0.000746236940466893,0.0007812312724959217,0.00023219276230471527,0.0004351076083187274,1.5425791883645227e-05,0.00025234798695758666,9.256015320631377e-05,4.876079595826652e-05,0.0005177062007215282,0.00023391413833127075,0.00019228560441364177,1971
19,0.0019598196674651953,0.0023980671926616924,0.0006579683598682025,0.0005667257081590312,0.0008737014020830774,0.0002802388039624986,0.0007017852487831866,6.993377683459715e-06,0.00025105631237149146,0.00011717050824871,7.236019910708059e-05,0.0006096713867042548,0.0001328045580475185,0.00010888750369429166,1972
20,0.0022903966714027573,0.002785632400600067,0.0009354043186449871,0.000569614920316147,0.0011537876141169859,0.0003640399319544191,0.0009736352861762496,1.0245602187289276e-05,0.00022457573654003065,0.00015473310382580407,7.401085441723872e-05,0.0007504519629072006,9.342119965059586e-05,0.00010888750369429166,1973
21,0.0026178138116609946,0.0031123975097871208,0.0008516283734136619,0.0005778210596558713,0.0012718540444936369,0.00042387384848562,0.0011082280109814583,1.7846119022434064e-05,0.00020063794476879102,0.00012977503345074987,8.357761481132643e-05,0.0007134441499583456,8.824115014413173e-05,0.00013078443855096974,1974
22,0.0026255125421056334,0.0027621663950160363,0.000727518863649147,0.0006727544358822844,0.001106068972994902,0.0003937830037088136,0.0009975469922288188,5.3752761751338903e-05,0.0002429523645653193,0.00013450969103721643,9.27776007733077e-05,0.000750111224501076,0.0001263122164421931,8.383261479622324e-05,1975
23,0.0027007078050466627,0.0028613378108846297,0.0011337735816348278,0.0004962502977585711,0.001382777617714761,0.0004964960895716887,0.001202443768649389,5.1380383074702e-05,0.00023706172032113984,0.00015320515525999207,6.890320878415214e-05,0.0007435191672565142,0.0001083095147234269,0.0001149341859434435,1976
24,0.0029160599723385278,0.002649629704194081,0.001166953655859993,0.000440318055169822,0.001646622775197824,0.0005517879029402833,0.0010041857604923324,5.704450906803335e-05,0.00028199332755451825,0.00020256289677181288,8.80486654098198e-05,0.0006360559897934886,0.00011557636295799205,0.00011301533418433614,1977
25,0.002612060820899114,0.002335482466682846,0.001253695997529291,0.0007014903039743704,0.0014080011465279658,0.0005408409578909432,0.0007901909180748998,0.00011223808391542958,0.00025899559829364426,0.00016933771308701943,9.678019383014434e-05,0.0002915484541088122,0.0001496606988156062,0.00015749617573646767,1978
26,0.0023578528617658454,0.0019987486651004372,0.001375356276845947,0.0007043418324691576,0.0013358219990066546,0.0005973773618348327,0.0007525527580084143,0.00018389529334542917,0.00031403231779774207,0.00019260885212575026,9.471558416295537e-05,0.0004658088250231099,0.0001447629148332244,0.00013553345349449743,1979
27,0.0023337381206320895,0.0022233800694084717,0.001360875665246963,0.0009168970413252923,0.001197346190573658,0.0005597786784179556,0.0007980100685273638,0.00019133528631825396,0.0003796997585195314,0.00032767898524258644,9.721038100998491e-05,0.0005083026137743811,0.00011484432933214599,0.00017265566015594848,1980
28,0.002665435465087402,0.0019597219968152634,0.0009576143114291786,0.001051464080616876,0.0008934114420525736,0.0005278187702101863,0.0006457391100342776,0.00022793091057658746,0.0004273281529515679,0.0004483158929842015,0.00010931889402098285,0.00062195513074666,0.00011531540752293791,0.00010825482863317648,1981
29,0.0025240331476904286,0.0019391343660187855,0.0009474583319230255,0.000861826069797021,0.0008920925804058316,0.0005420129995433955,0.0006431514505592621,0.00029899739574487167,0.0004370291109924942,0.0004177344504871866,8.19228479005385e-05,0.0007420301921688434,0.00012954826451402088,0.00022015887311884873,1982
30,0.0027593802642826393,0.0021066311587324012,0.000720040325914101,0.0007358518750188676,0.0010325411934645333,0.0005517762159626074,0.0006316775912926022,0.00037333231953842505,0.0004114873067985942,0.00042503828158050395,9.059096702347064e-05,0.0007967127719388106,0.00011986594907629526,0.00017970322930455605,1983
31,0.002734697910396997,0.001965770397204966,0.00084128235712799,0.0008563857920342515,0.001106074301501174,0.00046610039975198087,0.0006060459109184353,0.00047384709040796644,0.0004279213559267433,0.0004163704873644127,9.07928128711016e-05,0.0006279461463948949,0.00013120770004045558,0.00019945033879764635,1984
32,0.0026466480438582267,0.0019002141075611782,0.0008233449559562949,0.0006327190822890792,0.001062712271609439,0.0005212894887764567,0.0005555865656597062,0.0005606334616957678,0.00038729468195074636,0.0006164788780647391,0.00010603463529655827,0.000561570769471254,0.00014449594342391586,0.00017127361104881587,1985
33,0.0025289219887639014,0.0019200368481500766,0.0007985752521092298,0.00048297112354914965,0.0009984897908597037,0.0004117023358098708,0.00045637277190602524,0.0007379234227414388,0.0003454821784977781,0.0004896272892026067,0.00010734664486529118,0.0005128161334181929,0.00015867077765650546,0.000178215189384102,1986
34,0.002478373813010118,0.0019664396984039184,0.0007996564791022084,0.00048303925764682954,0.0006787243419892923,0.0003331222823331677,0.0004647939554185259,0.0008186771102808753,0.00039361153639168973,0.0006359530993325193,0.000146725119159846,0.0004556588223730596,0.00015510283558325177,0.00018827494213393247,1987
35,0.002044220753174534,0.0020628376626436735,0.0007648787106175214,0.0003654071893470887,0.0006046213228797113,0.000297354360850013,0.0005210883873368845,0.0009537569753107399,0.00042956970180547873,0.0006492935026885204,0.00018327137644244938,0.0007414230937652259,0.00014938990582799116,0.00025764424848719665,1988
36,0.001960638934451053,0.0019368999824282411,0.0005787134397976892,0.00032534913324643044,0.0004681642106393956,0.0002651319641517508,0.0004829646662206406,0.0009124008147347297,0.0005001113337287902,0.0007920329657767544,0.00021046952599931994,0.0008487185195651841,0.00015479406475755515,0.0003214428511407896,1989
37,0.002074076942273564,0.0018354432783173487,0.0005381602965075737,0.000287987305694572,0.0005185272395921704,0.00018810483626514047,0.0004773158175470968,0.00098507531228606,0.0005697938672818184,0.0005257259862552239,0.0002647350111865187,0.0009352723563254581,0.00015446767839615008,0.0003814972010954882,1990
38,0.0018720443104094022,0.0016882695835208183,0.0005906052203351904,0.00024307758053105575,0.0004956664033013304,0.00018952317474611507,0.0004391633826498258,0.0010226422710998004,0.0007160091645528555,0.000728144661856622,0.0003338682906712705,0.0010018891728833727,0.00023083899362868224,0.0004179174831838205,1991
39,0.001801569397083937,0.0018212989494750121,0.00048667061918714494,0.00026594906183635,0.0004924176653014072,0.00019742602706340051,0.00039710091975859714,0.0010388831719238946,0.000697660660146114,0.0006361297587673304,0.00038188089072532187,0.0010796546724893006,0.00027012575684093613,0.00035483285730543684,1992
40,0.0018068429419678934,0.0015646300047068486,0.00048498799676236924,0.0002797746091424501,0.00047524424257961464,0.00016824747243077942,0.000341709699185577,0.0010876618321374258,0.0008183113932268045,0.0007198364431543319,0.00047530028900273115,0.0009008153020101178,0.000289260543991765,0.0005311326842478759,1993
41,0.0017944290880257912,0.0015630272985220572,0.000449788530582634,0.00020418511458068864,0.0004519412204778212,0.0001797434324773464,0.0003279232410901932,0.001223464557546854,0.0008059814385297734,0.0006914519531073865,0.00048198801901497615,0.0009243084069861154,0.00029541158058042974,0.0004972189493673031,1994
42,0.0016163889834512717,0.0014335036749014423,0.00044041598683124746,0.00021039410858704772,0.00038910533813998796,0.00018429622213279173,0.000316232148655754,0.0012551673892373617,0.0009102898144701096,0.0008177866396941256,0.0005344449125697873,0.0010022918734896296,0.0002994751907497966,0.0005933253222894182,1995
43,0.001607398784220777,0.0014202891713826673,0.00039396561700487414,0.00021329704611836362,0.0004088881492467245,0.00017060500710047363,0.00034423931423068464,0.0012420278009032688,0.0009209761748905924,0.0008826767383240148,0.0005642078468395774,0.0010475383428196004,0.00032092522499786047,0.0007204596828700781,1996
44,0.0014290159649376956,0.001061284404755136,0.0003365822232185885,0.00019976674719197367,0.0003906058413011774,0.0001514429318817449,0.0003083839892498158,0.0012802096887102351,0.0010453623317789441,0.0008923783573578023,0.0005262774727160495,0.0011296778114280206,0.00035582185870666007,0.0007328775705579987,1997
45,0.0013035760695186576,0.001157391873042132,0.00030137049225808604,0.000216715911816374,0.00034765042115429896,0.00016059926493639337,0.0003346298055066937,0.0012879894824158783,0.0011769021657275446,0.0010813517830445146,0.00047774245071068364,0.0010489467616892454,0.00036692896391914457,0.0005203577428246715,1998
46,0.0013046801635059682,0.0011220445846255327,0.00028265697694119233,0.00025244208702784583,0.00036857810038135996,0.0001373009705929002,0.00033606075233896175,0.0012642202052189759,0.0013475034851217794,0.0010996292748352895,0.0005398406276012787,0.0012652785497429186,0.0004858069442096536,0.000683696286185729,1999
47,0.0014198447083212814,0.001196981151925006,0.00028467149461423294,0.00021186566813306476,0.0005452062320873989,0.00018620060028653416,0.0003759786701705182,0.0012709008036820805,0.0012693126046913119,0.0010107531447442037,0.00046072135103235394,0.0011807650985823422,0.0005104414138778418,0.0005361054243405862,2000
48,0.0013081449095730154,0.0013523891988966564,0.0003530746908903316,0.000250525817279766,0.0005769335901811173,0.00020168292745654224,0.00039969975820155785,0.0012929472102403395,0.001215205380949572,0.0007834901105519178,0.00043759234815356803,0.0011668129879574519,0.00044063384447587536,0.00040874165385343327,2001
49,0.0013026629161737714,0.0013481525889204224,0.00039308619779288023,0.00022558478095267525,0.0005921772202631888,0.00020385157426087928,0.00041356655492496164,0.0012732785313447925,0.0012629394859686182,0.0008513309983588107,0.00046891615426806826,0.001074873234550175,0.0004950157637527711,0.00044173494908077745,2002
50,0.001445206006621018,0.0013114546147408794,0.000485686321196872,0.00023522202650528377,0.0006149662415524603,0.0001896377934460989,0.0003925186543801332,0.0011331980122612439,0.0012657487126845643,0.0009363292697678425,0.0005090876752426343,0.0011286793893678301,0.0004834655452453502,0.0005018444614903169,2003
51,0.0013279645765750779,0.0012987250872812561,0.0005069337149253562,0.00020394733885373376,0.0006048021937395435,0.00017319835009263728,0.0004031283530999431,0.0010147411251116667,0.001126924367822308,0.0011042150021269275,0.0004890291213874515,0.0009214214064079912,0.0003958889800038957,0.0003381127736961153,2004
52,0.001227748558808113,0.0014517252369791681,0.0004632353957624919,0.0002473080173290011,0.000444428543812721,9.415756834060017e-05,0.00035721412531959467,0.0011165865372073697,0.0010728177676583316,0.0011241222837827518,0.0005774275649425931,0.0011195379399764433,0.00047415804497999783,0.00044751705430733297,2005
53,0.0012642042170090757,0.0012844391760264695,0.0003492552378656002,0.00024020630702041766,0.0004162047503838286,7.419268339323383e-05,0.0002880022239157269,0.0016843617659620717,0.001056361498374943,0.0011475953489020782,0.0005571252899105387,0.0010672536162233744,0.000517633532841385,0.0004806757721181326,2006
54,0.0014068421193149825,0.0012505417285104564,0.0003154621114491843,0.0002959761828852039,0.00041853941745876525,6.595558956239191e-05,0.00029201040924091426,0.0018136991117779337,0.0008494922452301384,0.0010109931838273398,0.0005545763334595192,0.0010897468557960364,0.0004589746128140066,0.0005522874580583422,2007
55,0.001313136057883808,0.0012285448888793688,0.00023967857551191878,0.00033514303575594214,0.000472911763264698,7.820080170772205e-05,0.0002782006121060846,0.001872366149798087,0.0006076153589883391,0.0006672957643035658,0.000465632461255931,0.001144090227524978,0.0004969768640054007,0.0005233835798698114,2008
56,0.0012638170180419388,0.001095250415319099,0.00028761081775355464,0.00034811798700265333,0.0004567723789394092,0.00010646844539647564,0.00027898602807764964,0.0019082343372140958,0.0005146995267277585,0.0003939840577885605,0.00043110011421629264,0.0010372131614513791,0.00047429846520953615,0.0007268709220389911,2009
